Space Phantasmoon,,Space Phantasmoon,,Lotto Drop Bonus:,,12,,,,,Apple AP Buyback?:,X,,,,,,,Event Run Caps:,,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,"The 2nd Raid in this Event drops currency which can be exchanged for 1 of 5 different Materials. This sheet simulates this by copying the 2nd Raid's drop data 5 times, with each copy ""dropping"" 1 of the Materials that can be exchanged for. The Material drop rate is the same as the currency drop rate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Bond,Type,Lotto,Lotto,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),QP,Base,Drop,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Neco 108: Rainbow w/ Spiritron,40,40,"2,636",Raid 2,12,,4.042,2.442,,6545,Divine Leyline Spiritron,60.24,66.4,AP,0.697,0.426,,6560,Moonlight Nucleus,27.53,145.3,AP,0.848,0.598,,6507,Claw of Chaos,38.11,105.0,AP,0.883,0.526,,6532,Refined Magatama,73.1,54.7,AP,0.833,0.435,,6549,Small Bell of Absolution,108,37.0,AP,0.780,0.457,,6204,Secret Gem of Rider,14.95,267.6,AP,0.274,,,6205,Secret Gem of Caster,14.77,270.8,AP,0.183,,,6206,Secret Gem of Assassin,15.07,265.4,AP,0.275,,,6207,Secret Gem of Berserker,15.01,266.5,AP,0.278,,,6104,Magic Gem of Rider,19.71,202.9,AP,0.106,,,6105,Magic Gem of Caster,19.38,206.4,AP,0.086,,,6106,Magic Gem of Assassin,20.63,193.9,AP,0.097,,,6107,Magic Gem of Berserker,19.99,200.1,AP,0.110,,,6004,Gem of Rider,10.16,393.7,AP,0.021,,,6005,Gem of Caster,9.52,420.2,AP,0.020,,,6006,Gem of Assassin,9.12,438.6,AP,0.017,,,6007,Gem of Berserker,10.23,391.0,AP,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536","5,244,925",131462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Neco 108: Yellow w/ Arrowhead,40,40,"1,830",Raid 2,12,,2.899,1.748,,6541,Arrowhead of Malice,37.76,105.9,AP,0.431,0.261,,6560,Moonlight Nucleus,22.45,178.2,AP,0.691,0.488,,6507,Claw of Chaos,21.43,186.7,AP,0.497,0.296,,6532,Refined Magatama,62.76,63.7,AP,0.715,0.374,,6549,Small Bell of Absolution,78.06,51.2,AP,0.564,0.330,,6204,Secret Gem of Rider,11.73,341.0,AP,0.215,,,6205,Secret Gem of Caster,12.24,326.8,AP,0.151,,,6206,Secret Gem of Assassin,14.8,270.3,AP,0.270,,,6207,Secret Gem of Berserker,12.76,313.5,AP,0.236,,,6104,Magic Gem of Rider,13.78,290.3,AP,0.074,,,6105,Magic Gem of Caster,10.2,392.2,AP,0.045,,,6106,Magic Gem of Assassin,20.41,196.0,AP,0.096,,,6107,Magic Gem of Berserker,13.27,301.4,AP,0.073,,,6004,Gem of Rider,6.12,653.6,AP,0.013,,,6005,Gem of Caster,5.61,713.0,AP,0.012,,,6006,Gem of Assassin,5.61,713.0,AP,0.010,,,6007,Gem of Berserker,7.14,560.2,AP,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400","3,611,224",90516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Neco 108: Red w/ Arrowhead,40,40,"2,196",Raid 2,12,,3.563,2.150,,6541,Arrowhead of Malice,51.26,78.0,AP,0.586,0.354,,6560,Moonlight Nucleus,25,160.0,AP,0.770,0.543,,6507,Claw of Chaos,33.71,118.7,AP,0.781,0.465,,6532,Refined Magatama,65.66,60.9,AP,0.749,0.391,,6549,Small Bell of Absolution,93.81,42.6,AP,0.678,0.397,,6204,Secret Gem of Rider,14.52,275.5,AP,0.266,,,6205,Secret Gem of Caster,15.28,261.8,AP,0.189,,,6206,Secret Gem of Assassin,14.9,268.5,AP,0.272,,,6207,Secret Gem of Berserker,14.27,280.3,AP,0.264,,,6104,Magic Gem of Rider,16.29,245.5,AP,0.088,,,6105,Magic Gem of Caster,14.14,282.9,AP,0.063,,,6106,Magic Gem of Assassin,15.53,257.6,AP,0.073,,,6107,Magic Gem of Berserker,14.9,268.5,AP,0.082,,,6004,Gem of Rider,8.59,465.7,AP,0.018,,,6005,Gem of Caster,9.22,433.8,AP,0.019,,,6006,Gem of Assassin,8.21,487.2,AP,0.015,,,6007,Gem of Berserker,6.31,633.9,AP,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280","4,218,876",105754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Neco 108: Rainbow w/ Arrowhead,40,40,"2,636",Raid 2,12,,4.033,2.432,,6541,Arrowhead of Malice,60.24,66.4,AP,0.688,0.416,,6560,Moonlight Nucleus,27.53,145.3,AP,0.848,0.598,,6507,Claw of Chaos,38.11,105.0,AP,0.883,0.526,,6532,Refined Magatama,73.1,54.7,AP,0.833,0.435,,6549,Small Bell of Absolution,108,37.0,AP,0.780,0.457,,6204,Secret Gem of Rider,14.95,267.6,AP,0.274,,,6205,Secret Gem of Caster,14.77,270.8,AP,0.183,,,6206,Secret Gem of Assassin,15.07,265.4,AP,0.275,,,6207,Secret Gem of Berserker,15.01,266.5,AP,0.278,,,6104,Magic Gem of Rider,19.71,202.9,AP,0.106,,,6105,Magic Gem of Caster,19.38,206.4,AP,0.086,,,6106,Magic Gem of Assassin,20.63,193.9,AP,0.097,,,6107,Magic Gem of Berserker,19.99,200.1,AP,0.110,,,6004,Gem of Rider,10.16,393.7,AP,0.021,,,6005,Gem of Caster,9.52,420.2,AP,0.020,,,6006,Gem of Assassin,9.12,438.6,AP,0.017,,,6007,Gem of Berserker,10.23,391.0,AP,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536","5,244,925",131462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Neco 108: Yellow w/ Page,40,40,"1,830",Raid 2,12,,3.042,1.748,,6511,Forbidden Page,37.76,105.9,AP,0.575,0.261,,6560,Moonlight Nucleus,22.45,178.2,AP,0.691,0.488,,6507,Claw of Chaos,21.43,186.7,AP,0.497,0.296,,6532,Refined Magatama,62.76,63.7,AP,0.715,0.374,,6549,Small Bell of Absolution,78.06,51.2,AP,0.564,0.330,,6204,Secret Gem of Rider,11.73,341.0,AP,0.215,,,6205,Secret Gem of Caster,12.24,326.8,AP,0.151,,,6206,Secret Gem of Assassin,14.8,270.3,AP,0.270,,,6207,Secret Gem of Berserker,12.76,313.5,AP,0.236,,,6104,Magic Gem of Rider,13.78,290.3,AP,0.074,,,6105,Magic Gem of Caster,10.2,392.2,AP,0.045,,,6106,Magic Gem of Assassin,20.41,196.0,AP,0.096,,,6107,Magic Gem of Berserker,13.27,301.4,AP,0.073,,,6004,Gem of Rider,6.12,653.6,AP,0.013,,,6005,Gem of Caster,5.61,713.0,AP,0.012,,,6006,Gem of Assassin,5.61,713.0,AP,0.010,,,6007,Gem of Berserker,7.14,560.2,AP,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400","3,611,224",90516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Neco 108: Red w/ Page,40,40,"2,196",Raid 2,12,,3.758,2.150,,6511,Forbidden Page,51.26,78.0,AP,0.780,0.354,,6560,Moonlight Nucleus,25,160.0,AP,0.770,0.543,,6507,Claw of Chaos,33.71,118.7,AP,0.781,0.465,,6532,Refined Magatama,65.66,60.9,AP,0.749,0.391,,6549,Small Bell of Absolution,93.81,42.6,AP,0.678,0.397,,6204,Secret Gem of Rider,14.52,275.5,AP,0.266,,,6205,Secret Gem of Caster,15.28,261.8,AP,0.189,,,6206,Secret Gem of Assassin,14.9,268.5,AP,0.272,,,6207,Secret Gem of Berserker,14.27,280.3,AP,0.264,,,6104,Magic Gem of Rider,16.29,245.5,AP,0.088,,,6105,Magic Gem of Caster,14.14,282.9,AP,0.063,,,6106,Magic Gem of Assassin,15.53,257.6,AP,0.073,,,6107,Magic Gem of Berserker,14.9,268.5,AP,0.082,,,6004,Gem of Rider,8.59,465.7,AP,0.018,,,6005,Gem of Caster,9.22,433.8,AP,0.019,,,6006,Gem of Assassin,8.21,487.2,AP,0.015,,,6007,Gem of Berserker,6.31,633.9,AP,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280","4,218,876",105754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Neco 108: Rainbow w/ Page,40,40,"2,636",Raid 2,12,,4.262,2.433,,6511,Forbidden Page,60.24,66.4,AP,0.917,0.416,,6560,Moonlight Nucleus,27.53,145.3,AP,0.848,0.598,,6507,Claw of Chaos,38.11,105.0,AP,0.883,0.526,,6532,Refined Magatama,73.1,54.7,AP,0.833,0.435,,6549,Small Bell of Absolution,108,37.0,AP,0.780,0.457,,6204,Secret Gem of Rider,14.95,267.6,AP,0.274,,,6205,Secret Gem of Caster,14.77,270.8,AP,0.183,,,6206,Secret Gem of Assassin,15.07,265.4,AP,0.275,,,6207,Secret Gem of Berserker,15.01,266.5,AP,0.278,,,6104,Magic Gem of Rider,19.71,202.9,AP,0.106,,,6105,Magic Gem of Caster,19.38,206.4,AP,0.086,,,6106,Magic Gem of Assassin,20.63,193.9,AP,0.097,,,6107,Magic Gem of Berserker,19.99,200.1,AP,0.110,,,6004,Gem of Rider,10.16,393.7,AP,0.021,,,6005,Gem of Caster,9.52,420.2,AP,0.020,,,6006,Gem of Assassin,9.12,438.6,AP,0.017,,,6007,Gem of Berserker,10.23,391.0,AP,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536","5,244,925",131462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
